mag Uniform Willmer06 Kollmeier06 Ananna22
15.0 36.766354263828994 35.15364910389378 33.95295831537986 33.476467919257
15.1 45.031948545590275 43.03016213198901 41.552772179484016 40.54666681136465
15.2 54.85775582582702 52.38054162531898 50.56883511310544 49.57200914478408
15.299999999999999 66.3957480907712 63.347500126945604 61.13697182764605 60.427741585786386
15.399999999999999 79.8344198139501 76.10845835277495 73.42702035079428 73.100388726396
15.499999999999998 96.2916560017455 91.71896774758551 88.4552915826547 88.72690305015286
15.599999999999998 116.36088139452556 110.73664716067847 106.75687682901217 107.83559355746004
15.699999999999998 140.20811688024887 133.31468078400184 128.4777675134493 130.52462122196732
15.799999999999997 168.39530188492876 159.97994528637096 154.12304107660742 157.30283870494716
15.899999999999997 202.44223379865892 192.1598864822963 185.06193841683927 189.5986430165798
15.999999999999996 244.89143552641937 232.24098427030518 223.58258394928296 229.67916578166296
16.099999999999994 295.4101475962835 279.9091592690703 269.3813561924613 277.1437557214227
16.199999999999996 355.23049686191183 336.32065012041915 323.5656182069299 333.0631059688252
16.299999999999997 425.6543387731205 402.69672319242625 387.30491819563633 398.56941044443175
16.399999999999995 515.3637473219084 487.17922187572503 468.4003064811359 481.50963693628074
16.499999999999993 622.2516079982606 587.7736642092768 564.9345088946234 580.0311219361325
16.599999999999994 748.9841180647442 706.9682756138809 679.2878586750007 696.5149662626054
16.699999999999996 898.4052270618383 847.4158809180958 813.9978902760374 833.4878210729104
16.799999999999994 1083.5105755486493 1021.257251407586 980.6841362648624 1002.5186292675552
16.89999999999999 1308.8684095419173 1232.7240528626799 1183.3858085249306 1207.523192244311
16.999999999999993 1576.1718091332475 1483.3610140321869 1423.5713235209255 1449.9061197340593
17.099999999999994 1891.4917030468964 1778.8029756671363 1706.6238615643274 1734.9657289722663
17.199999999999992 2271.347797364173 2134.40973127194 2047.2245471250271 2077.1923619345807
17.29999999999999 2742.8566371981537 2575.334891024718 2469.4013373006933 2500.153246436109
17.39999999999999 3301.4748516698864 3097.2357439628345 2968.9735626035904 2999.340191639343
17.499999999999993 3959.6431511737646 3711.5792935402696 3556.8775658116147 3585.371377750499
17.59999999999999 4730.432726035267 4430.406670050598 4244.59572534878 4269.419321944915
17.69999999999999 5702.293134913936 5335.402806878002 5110.073361733804 5127.3879835358675
17.79999999999999 6849.177863607411 6402.080192212492 6129.840533126375 6135.60927915095
17.89999999999999 8194.675026182707 7651.92481180256 7324.329688403227 7313.558340264815
17.99999999999999 9763.474216031846 9107.390389845928 8714.88433839204 8681.44935808494
18.099999999999987 11673.364501441705 10876.128440739045 10403.956825180696 10336.811963168084
18.19999999999999 13951.67490064668 12981.970421177586 12413.955273797137 12300.140119324195
18.29999999999999 16598.73074835405 15424.067620698654 14743.789316952641 14568.488615409999
18.399999999999988 19653.55008089203 18236.90598305067 17425.99432701632 17171.529166711134
18.499999999999986 23232.86167253958 21524.792049943102 20559.266788385445 20201.222130228973
18.599999999999987 27499.819929261186 25431.121069745877 24278.670377622453 23779.58655802989
18.69999999999999 32366.896701936323 29872.90920574435 28504.51830484645 27827.18109428613
18.799999999999986 37875.25646811421 34883.15743034997 33267.102650636836 32368.477548926694
18.899999999999984 44065.278037662814 40493.767499979556 38595.576284241244 37426.66374936132
18.999999999999986 51311.793970244216 47020.19980836974 44783.75673094682 43253.9720950946
19.099999999999987 59334.8294719413 54205.27024307429 51586.73338703542 49618.928908744376
19.199999999999985 68139.12667113684 62041.39128974187 58994.71023696011 56501.07027655378
19.299999999999983 77724.49354483669 70515.78621799694 66992.84758127481 63875.561046780276
19.399999999999984 88285.17493701317 79756.15483556865 75691.96196973986 71809.88537912103
19.499999999999986 99640.56999046767 89576.80721382826 84912.02385523317 80118.60879221336
19.599999999999984 111621.21454517807 99816.7721992405 94499.71118493135 88660.75555159918
19.69999999999998 124163.17435625866 110397.40616905055 104377.04815562817 97352.49037257547
19.799999999999983 137244.1108490745 121243.74940852914 114463.42941052777 106083.28313549062
19.899999999999984 150748.95011575255 132174.21332218687 124574.47536969336 114646.23431150005
19.999999999999982 164455.7678071162 143022.00412985252 134560.97515890826 122936.60361108587
20.09999999999998 178281.21066506798 153691.2696063969 144330.58981801578 130866.034492265
20.19999999999998 192142.5240638695 164087.11796209574 153792.14069543395 138348.28232571285
20.299999999999983 205869.39496990785 173881.8512265851 162613.61973005283 145022.33835798028
20.39999999999998 219407.98887960488 183150.1115508034 170889.3384736373 151043.04000841014
20.49999999999998 232858.00270556484 191992.30165515566 178724.34464892434 156529.66570694785
20.59999999999998 246303.52948951378 200500.9237189521 186217.55635968817 161590.15171271912
20.69999999999998 259815.18711840725 208713.35937436583 193426.62444934342 166245.28405350176
20.79999999999998 273557.3758425399 216990.11674248448 200671.9133155616 170730.80269326922
20.899999999999977 287192.48138848104 224972.1588781157 207617.03688702677 174804.72332305784
20.99999999999998 300563.12510284875 232487.14328138178 214102.70081750271 178351.16432547738
21.09999999999998 313534.7852989275 239377.07939784304 219987.40813959716 181264.46515732084
21.199999999999978 326022.7808802806 245573.1982587971 225214.7606214693 183515.1629005151
21.299999999999976 338109.1776184481 251224.65573204053 229931.11832798453 185260.99421612362
21.399999999999977 349782.7067240511 256330.0299700749 234138.96899833862 186518.36351161113
21.49999999999998 361033.9909787952 260888.5420083542 237841.5671266846 187306.81187909617
21.599999999999977 371658.95887972653 264633.6827437158 240800.42010533693 187419.09112519125
21.699999999999974 381835.38329331344 267820.5892973079 243256.4316642064 187108.28667718897
21.799999999999976 391558.35134793946 270455.93402333907 245219.20836283485 186388.4317707635
21.899999999999977 400823.0388801971 272545.8051745438 246697.9403599036 185275.21916727378
21.999999999999975 409489.718094622 273942.715344143 247569.64387030216 183696.12710592666
22.099999999999973 417615.0769425328 274731.1436621509 247913.56673173653 181728.91424963833
22.199999999999974 425258.9635716812 274989.5851754113 247800.29804488242 179442.0733623729
22.299999999999976 432415.319352727 274718.02214651136 247232.41677538137 176850.25695208675
22.399999999999974 439006.1202498977 273837.906316367 246147.07071948118 173928.92977868486
22.49999999999997 444945.63282316877 272266.85313493485 244478.029679876 170651.83199236897
22.599999999999973 450367.18072758213 270152.41093641176 242350.93344989672 167115.78171507418
22.699999999999974 455261.1379810225 267488.4407098454 239761.66524466383 163325.02559933098
22.799999999999972 459617.2048481363 264268.0889516144 236705.6405072373 159281.2796294616
22.89999999999997 463181.1239274489 260235.67541726033 232967.0867260369 154904.49902560143
22.99999999999997 466169.99749173265 255619.64159994922 228737.04728763347 150296.53662070507
23.099999999999973 468570.82044263004 250411.42451674942 224006.29650389496 145460.57549255135
23.19999999999997 470370.3351272104 244602.1866038127 218765.29858140502 140399.20873782702
23.29999999999997 471369.7096444064 238001.57510420273 212848.08398407086 135049.6222590883
23.39999999999997 471626.26048841246 230679.92392505152 206306.65757132712 129450.39742776255
23.49999999999997 471212.05814242986 222712.4412369928 199203.45532183937 123641.18161816262
23.59999999999997 470133.9571392706 214105.46442339307 191531.77503793477 117627.46907841552
23.699999999999967 468340.45059417054 204802.79746371633 183209.07414792763 111386.09517858858
23.79999999999997 465757.4707969433 194729.5355678668 174136.6402730876 104887.1654046017
23.89999999999997 462604.02901726146 184095.62904476468 164480.95222645949 98185.46712428798
23.999999999999968 458896.70440187136 172916.91750490447 154239.4927991757 91283.06017139921
24.099999999999966 454647.9196421677 161205.9188756621 143408.9342720598 84183.23482890787
24.199999999999967 449728.85471963545 148820.0007221301 131760.5250514506 76817.83566827272
24.29999999999997 445540.9000984843 137032.95023460427 120615.4036051755 70197.11494586652
24.399999999999967 443560.0857566602 127091.12102475269 111285.82486046871 65083.66492429461
24.499999999999964 445179.19375439984 120021.08874444247 104850.2345310254 61916.9543571982
24.599999999999966 453631.20435243007 117351.61879186172 102862.5927335659 60231.24109742973
24.699999999999967 466962.8456304972 117398.62754188266 103605.52843843574 59176.27919619811
24.799999999999965 482064.3229023251 118264.01908389007 105254.67010365962 58443.572728774736
24.899999999999963 497965.29772571777 119335.8052116515 107229.82420481778 57957.82438988335
24.999999999999964 514864.54946037906 120676.11721709483 109614.78171063619 57801.63818842607
25.099999999999966 532922.1751604038 122228.91338044876 112410.74137460055 57938.85996819309
25.199999999999964 551844.148575214 123856.33381123011 115448.94972879591 58197.98072145661
25.29999999999996 571624.6646975646 125504.45069714318 118677.5015267532 58520.8343965197
25.399999999999963 592264.1190319804 127121.50277484364 122044.39414095675 58853.49008759135
25.499999999999964 614131.3455441258 128586.09162370763 125512.17883786393 59114.72190379861
25.599999999999962 636857.9364849316 129936.92267012436 129051.78366160982 59359.673425619236
25.69999999999996 660444.9155852892 131159.9595676372 132663.8793338514 59600.00384737796
25.79999999999996 684893.5079934235 132245.16572675333 136349.12770000545 59842.8982293472
25.899999999999963 710453.4170691314 133156.94610776927 140129.65459053218 60077.05997223838
25.99999999999996 736992.1533372165 133901.77709266765 143996.06769754188 60279.03131482122
26.09999999999996 764405.9483723172 134491.78714090097 147938.3290182377 60433.7562781578
26.19999999999996 792703.0752624598 134919.63814465803 151956.97573785397 60543.33308402347
26.29999999999996 822012.1216970828 135151.187321052 156063.65741488998 60629.112376682555
26.39999999999996 852483.1311758091 135182.44937424458 160270.43978538713 60725.63360263915
26.499999999999957 883876.1942629779 135037.28167794945 164555.71472174703 60838.991459802026
26.59999999999996 916213.3958602062 134722.35688978023 168919.86928004387 60953.4850439029
26.69999999999996 949520.1148198398 134251.16097008536 173363.27809705428 61046.294972762465
26.799999999999958 984232.4604328398 133533.37058739256 177920.7091640357 61070.83267532372
26.899999999999956 1019978.7920428078 132661.9887700036 182558.41803045748 61064.04592325437
26.999999999999957 1056773.2962578696 131631.94978514017 187276.60867314547 61052.81724207711
27.09999999999996 1094633.7399796268 130444.59742478379 192075.46941774298 61056.278829065806
27.199999999999957 1133919.6566467932 129094.66028801091 196978.32151098343 61070.68452785635
27.299999999999955 1174513.1744030686 127601.6107504415 201973.75817075072 61085.44195456473
27.399999999999956 1216285.3604493618 126022.60384427734 207050.20875008707 61079.479395293456
27.499999999999957 1259261.241790474 124356.91556753917 212207.6382127597 61042.44582363885
27.599999999999955 1303644.832239911 122545.21888208664 217457.51209702867 60964.359874287446
27.699999999999953 1349674.874106707 120669.32967104374 222811.04686440027 60858.461880155766
27.799999999999955 1397029.112837743 118723.22834915802 228244.8559204052 60755.232667378565
27.899999999999956 1445737.4412813846 116692.6882297578 233758.64045168986 60662.38757013106
27.999999999999954 1495830.0224488664 114563.24808415609 239352.08000548714 60584.81361803814
